time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010451150000	10.5531	20.9497	4.82125	3.26586	0.564124	radar	5.64422	9.30535	21.3896	10.5666	21.1131	-4.8784	-0.31604
1477010451200000	10.2899	20.9719	4.84711	3.27291	0.539177	lidar	3.64501	10.189	21.209	10.3229	21.0943	-4.87349	-0.434674
1477010451250000	10.0515	20.9531	4.84625	3.29223	0.52889	radar	1.00605	9.97958	21.2932	10.0795	21.0697	-4.86585	-0.552463
1477010451300000	9.83728	20.9207	4.82584	3.31653	0.528424	lidar	1.47185	9.99634	20.9797	9.83658	21.0391	-4.85554	-0.669327
1477010451350000	9.59747	20.9144	4.81997	3.31329	0.474638	radar	2.39796	9.38223	21.111	9.59422	21.0028	-4.84262	-0.785189
1477010451400000	9.38648	20.8662	4.79812	3.33959	0.479117	lidar	1.21427	9.53921	20.8762	9.35258	20.9607	-4.82714	-0.899977
1477010451450000	9.15751	20.8275	4.79364	3.35983	0.476074	radar	1.53436	9.63392	20.9724	9.11177	20.9128	-4.80919	-1.01362
1477010451500000	8.89018	20.7889	4.82215	3.37584	0.465712	lidar	1.90808	8.70331	20.8221	8.87192	20.8594	-4.78881	-1.12605
1477010451550000	8.66726	20.7117	4.8149	3.40856	0.478935	radar	4.48865	9.84634	20.009	8.63315	20.8003	-4.76608	-1.2372
1477010451600000	8.40967	20.6238	4.83842	3.43901	0.484209	lidar	2.77635	8.22277	20.4839	8.39557	20.7358	-4.74108	-1.34701
1477010451650000	8.18142	20.5435	4.83895	3.46847	0.493678	radar	0.103405	8.29647	20.4978	8.1593	20.6657	-4.71387	-1.45542
1477010451700000	7.94364	20.4633	4.84717	3.49227	0.49217	lidar	0.180555	7.88599	20.45	7.92445	20.5903	-4.68453	-1.56237
1477010451750000	7.72645	20.3769	4.84486	3.52573	0.513679	radar	3.4878	8.29081	20.6565	7.69111	20.5096	-4.65313	-1.66781
1477010451800000	7.44851	20.3159	4.8861	3.53354	0.491602	lidar	4.2169	7.18029	20.392	7.45939	20.4237	-4.61975	-1.7717
1477010451850000	7.2222	20.2172	4.88728	3.55776	0.48939	radar	0.242638	7.09214	20.1196	7.22939	20.3326	-4.58448	-1.87399
1477010451900000	6.96759	20.1363	4.91059	3.57064	0.47527	lidar	1.4034	6.81542	20.1859	7.00119	20.2364	-4.54738	-1.97462
1477010451950000	6.74547	20.0428	4.90706	3.58799	0.465262	radar	0.354335	6.89359	20.1536	6.7749	20.1352	-4.50854	-2.07357
1477010452000000	6.49966	19.9547	4.92402	3.6002	0.452181	lidar	0.877795	6.38914	20.0137	6.55059	20.0292	-4.46805	-2.17079
1477010452050000	6.28388	19.8595	4.91804	3.61826	0.448956	radar	2.59613	6.67637	20.2142	6.32834	19.9183	-4.42598	-2.26625
1477010452100000	6.02837	19.7694	4.94314	3.62578	0.431205	lidar	1.76289	5.86119	19.8306	6.10823	19.8027	-4.38241	-2.35993
1477010452150000	5.81447	19.6211	4.95525	3.66895	0.468418	radar	2.46059	5.28178	19.5036	5.89034	19.6824	-4.33744	-2.45178
1477010452200000	5.6131	19.5037	4.9437	3.69074	0.467385	lidar	0.567377	5.69089	19.5755	5.67472	19.5577	-4.29114	-2.5418
1477010452250000	5.41482	19.3529	4.94282	3.72568	0.484102	radar	1.65373	5.9506	18.9859	5.46145	19.4284	-4.24359	-2.62995
1477010452300000	5.19168	19.255	4.945	3.73215	0.464726	lidar	1.88808	5.17021	19.4397	5.25059	19.2948	-4.19488	-2.71622
1477010452350000	4.99033	19.1422	4.92908	3.73948	0.43825	radar	4.2012	5.87397	19.301	5.04219	19.157	-4.1451	-2.80059
