time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010450209637	6.10298	-12.8636	-2.66863	-0.623208	-1.09051	lidar	1.84666	5.94198	-12.9494	5.95	-12.95	-2.72963	0.90988
1477010450259674	5.99266	-12.7511	-2.70808	-0.715453	-1.14521	radar	6.60627	5.79854	-12.8478	5.8	-12.85	-2.99777	1.99851
1477010450309711	5.85073	-12.6872	-2.73474	-0.742843	-1.10962	lidar	2.31731	5.65107	-12.7365	5.65	-12.75	-2.99778	1.99852
1477010450364717	5.73864	-12.6153	-2.69567	-0.764937	-1.05348	radar	8.44102	5.50547	-12.5721	5.55	-12.7	-1.81798	0.908995
1477010450419723	5.59175	-12.549	-2.71448	-0.783936	-1.01135	lidar	1.99031	5.43839	-12.652	5.45	-12.65	-1.81799	0.908995
1477010450474743	5.48349	-12.4331	-2.73168	-0.846991	-1.0228	radar	1.05308	5.27506	-12.4782	5.3	-12.55	-2.72627	1.81753
1477010450529764	5.32833	-12.364	-2.75415	-0.853016	-0.969129	lidar	2.9525	5.1307	-12.4684	5.15	-12.45	-2.72625	1.8175
1477010450584712	5.22415	-12.2648	-2.74161	-0.888742	-0.947047	radar	1.13761	5.04446	-12.3808	5.05	-12.35	-1.8199	1.81989
1477010450639660	5.08345	-12.18	-2.75757	-0.900408	-0.904532	lidar	1.70717	4.92985	-12.2499	4.95	-12.25	-1.81991	1.8199
1477010450689678	4.99308	-12.0669	-2.7658	-0.944546	-0.902939	radar	0.609632	4.75061	-11.9803	4.85	-12.15	-1.99928	1.99929
1477010450739696	4.87339	-11.9848	-2.77465	-0.953981	-0.866393	lidar	1.20155	4.75915	-12.0666	4.75	-12.05	-1.99928	1.99928
1477010450794748	4.78395	-11.8568	-2.78326	-1.00237	-0.868744	radar	0.31034	4.69113	-11.9084	4.7	-11.9	-0.908236	2.72471
1477010450849800	4.6897	-11.7339	-2.78746	-1.03873	-0.856752	lidar	0.132824	4.64378	-11.7442	4.65	-11.75	-0.908231	2.7247
1477010450904754	4.61895	-11.6203	-2.74948	-1.07177	-0.837226	radar	5.47381	4.59746	-11.6205	4.6	-11.65	-0.909847	1.81971
1477010450959709	4.54334	-11.5004	-2.7438	-1.10826	-0.828734	lidar	0.262627	4.54975	-11.5706	4.55	-11.55	-0.909843	1.81969
1477010451009669	4.46525	-11.3416	-2.82716	-1.16387	-0.84947	radar	26.6028	4.47442	-11.3673	4.5	-11.35	-1.0008	4.0032
1477010451059629	4.42362	-11.1994	-2.82982	-1.21747	-0.860172	lidar	0.157562	4.44059	-11.1496	4.45	-11.15	-1.0008	4.00321
1477010451114691	4.403	-11.064	-2.77913	-1.27773	-0.875873	radar	10.3465	4.43713	-11.024	4.45	-11.05	0	1.81614
1477010451169754	4.38401	-10.9127	-2.77335	-1.34074	-0.891654	lidar	0.276114	4.45136	-10.93	4.45	-10.95	0	1.81612
1477010451224789	4.36053	-10.7637	-2.76881	-1.395	-0.897775	radar	0.120348	4.44745	-10.786	4.45	-10.8	0	2.72555
1477010451279824	4.36684	-10.6105	-2.76152	-1.46423	-0.918957	lidar	0.536539	4.45788	-10.6457	4.45	-10.65	0	2.72554
1477010451334789	4.36498	-10.4627	-2.75409	-1.52215	-0.928596	radar	0.342193	4.46329	-10.5756	4.45	-10.5	0	2.729
1477010451389755	4.38073	-10.3112	-2.75008	-1.58631	-0.942477	lidar	0.241916	4.44057	-10.3382	4.45	-10.35	0	2.72898
1477010451444763	4.40631	-10.1618	-2.74218	-1.65448	-0.963103	radar	0.494471	4.51895	-10.2367	4.5	-10.2	0.908962	2.72687
